Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,Mean
TodoMVC-JavaScript-ES5,233.82000000000153,245.11999999999898,229.76000000000204,276.3599999999933,235.02000000001135,246.2199999999939,234.04000000000815,237.05999999998312,236.70000000001164,288.9800000000105,246.30800000000144
TodoMVC-JavaScript-ES5/Adding100Items,171.9400000000005,183.45999999999913,169.39999999999782,170.27999999999884,172.27999999999884,169.4800000000032,170.88000000000466,174.95999999999185,171.8000000000029,170.38000000000466,172.48600000000025
TodoMVC-JavaScript-ES5/Adding100Items/Sync,154.3799999999992,153.61999999999898,153.5799999999981,153.59999999999854,156.3199999999997,153.52000000000407,154.08000000000175,158.11999999999534,155.3000000000029,154.44000000000233,154.69600000000008
TodoMVC-JavaScript-ES5/Adding100Items/Async,17.56000000000131,29.840000000000146,15.819999999999709,16.68000000000029,15.959999999999127,15.959999999999127,16.80000000000291,16.839999999996508,16.5,15.940000000002328,17.790000000000145
TodoMVC-JavaScript-ES5/CompletingAllItems,36.399999999999636,37.04000000000087,35.80000000000291,80.84000000000378,37.08000000000902,51.099999999998545,35.86000000000058,37.36000000000058,36.920000000012806,92.60000000000582,48.100000000003455
TodoMVC-JavaScript-ES5/CompletingAllItems/Sync,30.639999999999418,31.100000000002183,30.200000000000728,30.540000000000873,31.560000000004948,30.05999999999767,30.339999999996508,30.220000000001164,31.680000000007567,30.080000000001746,30.642000000001282
TodoMVC-JavaScript-ES5/CompletingAllItems/Async,5.760000000000218,5.93999999999869,5.600000000002183,50.30000000000291,5.5200000000040745,21.040000000000873,5.5200000000040745,7.139999999999418,5.240000000005239,62.520000000004075,17.458000000002176
TodoMVC-JavaScript-ES5/DeletingAllItems,25.480000000001382,24.61999999999898,24.56000000000131,25.239999999990687,25.660000000003492,25.639999999992142,27.30000000000291,24.739999999990687,27.979999999995925,26,25.721999999997752
TodoMVC-JavaScript-ES5/DeletingAllItems/Sync,24.31999999999971,23.539999999997235,23.479999999999563,23.859999999993306,24.560000000004948,24.25999999999476,23.94000000000233,23.639999999999418,24.639999999999418,24.60000000000582,24.08399999999965
TodoMVC-JavaScript-ES5/DeletingAllItems/Async,1.1600000000016735,1.0800000000017462,1.0800000000017462,1.3799999999973807,1.0999999999985448,1.3799999999973807,3.360000000000582,1.0999999999912689,3.3399999999965075,1.3999999999941792,1.637999999998101
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM,230.71999999999935,218.55999999999767,216.77999999999884,218.37999999999738,236.27999999999884,218.63999999999942,222.5399999999936,220.41999999999825,218.3000000000029,218.8799999999901,221.94999999999763
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items,150.8799999999992,148.39999999999782,146.24000000000524,147.25999999999476,149.86000000000058,147.6600000000035,149.22000000000116,147.40000000000873,147.27999999999884,148.02000000000407,148.2220000000014
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items/Sync,135.73999999999978,134.03999999999724,133.12000000000262,134.0399999999936,136.5,134.24000000000524,133.24000000000524,134.04000000000815,134.08000000000175,134.72000000000116,134.37600000000148
TodoMVC-JavaScript-ES6-Webpack-Complex-DOM/Adding100Items/Async,15.139999999999418,14.360000000000582,13.12000000000262,13.220000000001164,13.360000000000582,13.419999999998254,15.979999999995925,13.360000000000582,13.19999999999709,13.30000000000291,13.845999999999913
